Age,Gender,Study_Hours,Attendance,Sleep_Hours,Internet_Usage,Previous_Grade,Extra_Activities,Parental_Education,Marks,Result
22.0,F,6.0,79.0,4.0,,51.0,Yes,Graduate,,Pass
20.0,F,5.0,58.0,7.0,4.0,55.0,Yes,Graduate,70.0,Pass
18.0,F,7.0,76.0,6.0,4.0,81.0,Yes,Graduate,83.0,Pass
25.0,F,3.0,,7.0,2.0,,Yes,Postgraduate,67.0,Pass
17.0,F,1.0,83.0,8.0,,83.0,No,Postgraduate,67.0,
20.0,F,9.0,,6.0,5.0,74.0,Yes,School,110.0,Pass
17.0,M,2.0,,4.0,5.0,,No,Graduate,64.0,Pass
22.0,M,3.0,98.0,6.0,5.0,66.0,Yes,School,69.0,
20.0,F,,66.0,8.0,1.0,40.0,No,Graduate,76.0,Pass
21.0,F,9.0,,7.0,1.0,73.0,No,Postgraduate,95.0,Pass
21.0,M,3.0,85.0,5.0,2.0,82.0,No,School,77.0,
25.0,M,6.0,99.0,5.0,1.0,71.0,Yes,Graduate,95.0,Pass
17.0,,,61.0,5.0,4.0,83.0,,Graduate,,Pass
18.0,F,1.0,80.0,7.0,,78.0,No,Graduate,50.0,Pass
22.0,F,,98.0,,3.0,72.0,No,School,,Pass
,F,4.0,58.0,8.0,3.0,70.0,Yes,Postgraduate,62.0,
23.0,F,5.0,68.0,7.0,3.0,52.0,,Graduate,,Pass
19.0,M,8.0,95.0,5.0,5.0,84.0,No,School,106.0,Pass
19.0,M,4.0,95.0,4.0,5.0,41.0,No,Graduate,61.0,Pass
18.0,M,4.0,66.0,7.0,4.0,69.0,Yes,School,,Pass
19.0,M,8.0,51.0,7.0,2.0,49.0,Yes,Postgraduate,68.0,Pass
17.0,F,5.0,89.0,6.0,1.0,62.0,Yes,Graduate,77.0,Pass
,F,6.0,54.0,5.0,1.0,72.0,Yes,School,,Pass
21.0,M,5.0,88.0,4.0,5.0,78.0,Yes,Graduate,80.0,Pass
23.0,M,1.0,97.0,8.0,3.0,84.0,Yes,School,65.0,Pass
,M,7.0,65.0,7.0,4.0,68.0,No,Postgraduate,85.0,Pass
19.0,M,6.0,,,2.0,69.0,No,Postgraduate,81.0,Pass
17.0,,,76.0,8.0,,73.0,No,School,71.0,Pass
,F,7.0,,8.0,4.0,91.0,No,Postgraduate,89.0,Pass
19.0,F,6.0,,6.0,4.0,78.0,No,,72.0,Pass
18.0,M,,57.0,8.0,,56.0,No,Postgraduate,,Pass
20.0,M,8.0,72.0,5.0,4.0,61.0,Yes,Graduate,94.0,
19.0,M,5.0,81.0,5.0,3.0,44.0,No,Postgraduate,66.0,
17.0,F,2.0,92.0,4.0,4.0,50.0,No,Postgraduate,64.0,Pass
19.0,F,6.0,96.0,4.0,2.0,61.0,Yes,Graduate,78.0,
18.0,F,1.0,67.0,8.0,4.0,71.0,Yes,Postgraduate,59.0,Pass
24.0,M,5.0,87.0,,1.0,63.0,,Graduate,79.0,Pass
22.0,F,6.0,61.0,6.0,4.0,50.0,No,Graduate,69.0,Pass
25.0,M,7.0,64.0,8.0,5.0,50.0,No,Postgraduate,68.0,Pass
24.0,F,2.0,77.0,8.0,1.0,56.0,Yes,Postgraduate,51.0,
19.0,,1.0,87.0,8.0,5.0,71.0,Yes,Graduate,,Pass
21.0,F,6.0,99.0,7.0,2.0,58.0,Yes,School,80.0,Pass
23.0,M,3.0,80.0,7.0,3.0,66.0,Yes,Postgraduate,69.0,Pass
21.0,M,5.0,58.0,6.0,,71.0,No,,63.0,Pass
,F,2.0,57.0,6.0,1.0,64.0,,School,61.0,Pass
,M,1.0,95.0,5.0,3.0,67.0,No,,56.0,Pass
17.0,M,1.0,68.0,6.0,4.0,79.0,Yes,Postgraduate,60.0,Pass
21.0,,4.0,57.0,5.0,1.0,91.0,Yes,Postgraduate,66.0,Pass
20.0,M,2.0,83.0,8.0,3.0,,,Postgraduate,54.0,Pass
22.0,M,1.0,53.0,6.0,5.0,53.0,No,School,,Fail
19.0,M,6.0,80.0,6.0,3.0,81.0,No,Postgraduate,82.0,Pass
21.0,M,4.0,87.0,6.0,5.0,78.0,Yes,School,81.0,Pass
18.0,F,7.0,52.0,5.0,5.0,41.0,No,School,,Pass
22.0,M,6.0,,5.0,3.0,56.0,,Graduate,80.0,Pass
,M,5.0,68.0,,2.0,40.0,No,School,63.0,Pass
21.0,F,2.0,92.0,5.0,2.0,,No,Graduate,79.0,Pass
22.0,F,5.0,78.0,5.0,5.0,71.0,Yes,,,Pass
23.0,F,9.0,,7.0,1.0,58.0,Yes,School,90.0,Pass
21.0,F,9.0,61.0,6.0,3.0,,,Graduate,,Pass
17.0,M,2.0,95.0,5.0,1.0,70.0,No,,56.0,Pass
24.0,F,7.0,79.0,6.0,2.0,57.0,Yes,Graduate,85.0,Pass
20.0,,4.0,79.0,6.0,,91.0,No,Graduate,74.0,Pass
25.0,M,3.0,67.0,7.0,4.0,,Yes,Graduate,51.0,Pass
22.0,M,1.0,73.0,6.0,,86.0,No,Graduate,67.0,
17.0,M,3.0,81.0,5.0,2.0,53.0,Yes,Graduate,60.0,Pass
19.0,F,9.0,58.0,6.0,1.0,63.0,Yes,School,80.0,Pass
,M,9.0,96.0,4.0,3.0,,No,School,98.0,Pass
20.0,,7.0,73.0,4.0,2.0,55.0,Yes,Graduate,87.0,Pass
22.0,M,3.0,75.0,7.0,4.0,44.0,No,Postgraduate,58.0,Pass
23.0,M,,52.0,5.0,2.0,93.0,No,Graduate,65.0,Pass
20.0,F,4.0,72.0,7.0,1.0,52.0,No,Postgraduate,54.0,Pass
,M,7.0,60.0,4.0,,55.0,Yes,School,67.0,Pass
17.0,M,7.0,59.0,5.0,1.0,54.0,No,School,74.0,Pass
24.0,M,2.0,,6.0,5.0,70.0,Yes,Postgraduate,76.0,Pass
,,,85.0,,1.0,,Yes,School,62.0,Pass
25.0,M,7.0,62.0,8.0,4.0,60.0,,Graduate,,Pass
19.0,F,7.0,78.0,5.0,4.0,69.0,Yes,Postgraduate,87.0,
18.0,,6.0,87.0,6.0,5.0,62.0,,Postgraduate,81.0,Pass
17.0,M,8.0,62.0,8.0,4.0,77.0,No,School,82.0,Pass
,F,3.0,75.0,7.0,,68.0,No,Postgraduate,56.0,Pass
21.0,F,1.0,69.0,5.0,2.0,52.0,No,Postgraduate,37.0,Fail
18.0,F,3.0,,7.0,1.0,71.0,No,Postgraduate,52.0,Pass
19.0,M,2.0,69.0,5.0,2.0,87.0,No,School,58.0,
20.0,M,2.0,63.0,4.0,2.0,81.0,Yes,Postgraduate,57.0,Pass
23.0,M,2.0,94.0,4.0,4.0,66.0,Yes,Postgraduate,55.0,Pass
19.0,F,5.0,63.0,6.0,3.0,73.0,Yes,Graduate,73.0,
,F,1.0,57.0,4.0,1.0,84.0,Yes,Graduate,49.0,Fail
24.0,M,4.0,97.0,8.0,,88.0,Yes,Postgraduate,86.0,Pass
20.0,M,5.0,62.0,8.0,,72.0,No,School,65.0,Pass
17.0,F,2.0,73.0,5.0,5.0,43.0,Yes,Postgraduate,,Fail
17.0,F,5.0,64.0,7.0,2.0,57.0,No,School,63.0,Pass
17.0,M,4.0,50.0,8.0,4.0,45.0,,,55.0,Pass
17.0,,8.0,71.0,5.0,,67.0,Yes,Graduate,87.0,Pass
24.0,F,,83.0,7.0,3.0,83.0,No,,59.0,Pass
19.0,F,,99.0,4.0,5.0,66.0,Yes,School,88.0,Pass
22.0,F,1.0,89.0,5.0,2.0,65.0,Yes,School,64.0,Pass
19.0,F,4.0,52.0,7.0,5.0,59.0,Yes,School,50.0,
21.0,F,8.0,,6.0,,52.0,No,Postgraduate,73.0,Pass
23.0,F,1.0,63.0,6.0,5.0,67.0,Yes,School,52.0,Pass
18.0,M,2.0,90.0,8.0,1.0,73.0,No,Graduate,57.0,
22.0,M,1.0,57.0,7.0,5.0,,Yes,School,50.0,Pass
22.0,F,7.0,98.0,,,62.0,No,School,87.0,Pass
19.0,F,2.0,65.0,8.0,1.0,49.0,Yes,,46.0,Fail
,F,1.0,91.0,5.0,1.0,90.0,No,Postgraduate,75.0,Pass
21.0,M,6.0,70.0,,5.0,69.0,No,Postgraduate,83.0,Pass
18.0,M,6.0,59.0,7.0,4.0,61.0,Yes,Postgraduate,65.0,Pass
25.0,F,2.0,74.0,7.0,2.0,44.0,,Postgraduate,42.0,Fail
24.0,M,1.0,87.0,7.0,5.0,92.0,Yes,School,74.0,Pass
19.0,F,3.0,71.0,7.0,1.0,83.0,No,School,60.0,Pass
24.0,F,5.0,98.0,6.0,2.0,,Yes,Postgraduate,90.0,Pass
25.0,F,6.0,97.0,6.0,,48.0,No,Postgraduate,87.0,Pass
19.0,F,3.0,96.0,8.0,1.0,82.0,Yes,School,69.0,Pass
19.0,F,9.0,95.0,6.0,2.0,43.0,Yes,Postgraduate,93.0,Pass
18.0,F,5.0,53.0,5.0,4.0,,No,Graduate,79.0,Pass
24.0,F,2.0,53.0,8.0,4.0,40.0,Yes,School,38.0,Fail
17.0,M,6.0,79.0,6.0,5.0,73.0,Yes,Graduate,72.0,Pass
,F,8.0,51.0,7.0,5.0,80.0,,School,95.0,Pass
,M,6.0,,,2.0,94.0,No,School,99.0,Pass
23.0,F,4.0,92.0,4.0,1.0,65.0,No,School,69.0,Pass
,F,6.0,85.0,8.0,4.0,57.0,No,School,68.0,Pass
17.0,M,8.0,70.0,6.0,3.0,55.0,No,School,73.0,Pass
20.0,M,8.0,70.0,6.0,5.0,62.0,,School,84.0,Pass
25.0,F,2.0,97.0,5.0,4.0,85.0,Yes,School,75.0,Pass
21.0,M,8.0,70.0,7.0,2.0,75.0,Yes,Postgraduate,85.0,Pass
17.0,F,6.0,53.0,7.0,4.0,65.0,No,Postgraduate,72.0,
21.0,F,2.0,50.0,5.0,4.0,,,Postgraduate,33.0,Fail
24.0,,,,5.0,2.0,83.0,No,Graduate,68.0,Pass
24.0,M,6.0,51.0,4.0,5.0,91.0,Yes,School,74.0,Pass
21.0,M,7.0,58.0,8.0,5.0,44.0,No,Postgraduate,74.0,Pass
25.0,M,5.0,,7.0,3.0,68.0,No,Postgraduate,,Pass
17.0,F,8.0,67.0,5.0,3.0,43.0,Yes,Postgraduate,77.0,Pass
20.0,M,9.0,,5.0,5.0,86.0,No,School,99.0,Pass
,M,4.0,97.0,8.0,5.0,74.0,No,School,,
,,7.0,91.0,5.0,5.0,61.0,Yes,Graduate,,Pass
,M,8.0,90.0,4.0,5.0,88.0,No,Graduate,95.0,
23.0,M,6.0,60.0,8.0,4.0,47.0,No,School,74.0,Pass
25.0,F,2.0,74.0,4.0,3.0,83.0,Yes,Graduate,64.0,Pass
,F,7.0,75.0,6.0,2.0,60.0,No,Postgraduate,81.0,Pass
20.0,M,9.0,85.0,7.0,,47.0,No,Graduate,,Pass
22.0,M,5.0,91.0,,2.0,91.0,No,,90.0,Pass
19.0,F,2.0,,8.0,1.0,91.0,Yes,Graduate,69.0,Pass
24.0,M,4.0,87.0,4.0,4.0,44.0,Yes,Postgraduate,64.0,Pass
19.0,F,3.0,52.0,7.0,3.0,60.0,Yes,Graduate,,Fail
18.0,F,4.0,90.0,7.0,1.0,66.0,Yes,Graduate,63.0,Pass
19.0,M,7.0,84.0,,5.0,77.0,No,School,,Pass
22.0,F,8.0,,,4.0,44.0,,School,,Pass
18.0,M,1.0,89.0,5.0,1.0,60.0,Yes,Postgraduate,,Pass
24.0,M,8.0,71.0,6.0,,47.0,Yes,School,73.0,Pass
17.0,F,5.0,57.0,5.0,4.0,,Yes,Postgraduate,63.0,Pass
23.0,,,64.0,4.0,1.0,57.0,No,School,83.0,Pass
18.0,M,1.0,94.0,7.0,5.0,43.0,,School,58.0,Pass
,F,2.0,56.0,7.0,3.0,43.0,Yes,Postgraduate,37.0,Fail
18.0,M,1.0,68.0,7.0,4.0,76.0,No,Graduate,48.0,Fail
18.0,F,5.0,89.0,5.0,1.0,54.0,Yes,Postgraduate,70.0,Pass
24.0,F,6.0,,8.0,5.0,77.0,Yes,Postgraduate,87.0,Pass
18.0,,9.0,66.0,5.0,3.0,66.0,No,Postgraduate,96.0,Pass
23.0,M,8.0,50.0,4.0,5.0,60.0,No,School,,Pass
,M,7.0,,5.0,,87.0,No,School,88.0,
24.0,F,5.0,78.0,7.0,1.0,85.0,No,School,76.0,Pass
23.0,M,3.0,62.0,6.0,5.0,85.0,No,Postgraduate,58.0,Pass
,,9.0,97.0,4.0,5.0,87.0,No,Graduate,113.0,Pass
23.0,F,5.0,78.0,6.0,2.0,93.0,Yes,Graduate,87.0,Pass
22.0,F,3.0,90.0,4.0,4.0,43.0,No,Postgraduate,54.0,Pass
23.0,M,3.0,91.0,4.0,5.0,50.0,Yes,Postgraduate,55.0,Pass
21.0,M,3.0,55.0,7.0,3.0,58.0,Yes,Graduate,50.0,Pass
23.0,M,6.0,54.0,5.0,4.0,58.0,Yes,School,60.0,Pass
17.0,M,1.0,83.0,7.0,1.0,66.0,,,55.0,Pass
17.0,F,4.0,60.0,7.0,4.0,79.0,Yes,Graduate,72.0,Pass
25.0,F,8.0,58.0,7.0,2.0,81.0,No,Graduate,86.0,Pass
21.0,M,3.0,87.0,6.0,1.0,67.0,No,,59.0,Pass
21.0,,5.0,,4.0,,44.0,Yes,School,61.0,Pass
19.0,M,2.0,90.0,8.0,1.0,87.0,Yes,Graduate,62.0,
21.0,,2.0,58.0,5.0,1.0,64.0,No,Graduate,,Pass
19.0,M,7.0,57.0,,2.0,,Yes,Graduate,76.0,Pass
25.0,,3.0,93.0,4.0,3.0,,,Postgraduate,67.0,Pass
25.0,F,5.0,89.0,5.0,1.0,49.0,No,Postgraduate,72.0,Pass
22.0,F,3.0,52.0,8.0,3.0,63.0,No,Postgraduate,55.0,Pass
,M,6.0,62.0,8.0,4.0,,Yes,Graduate,73.0,Pass
23.0,M,3.0,68.0,7.0,2.0,84.0,Yes,Graduate,71.0,Pass
23.0,F,8.0,83.0,8.0,5.0,46.0,Yes,School,78.0,Pass
20.0,M,2.0,81.0,8.0,1.0,83.0,Yes,,70.0,Pass
,,3.0,98.0,,3.0,62.0,Yes,,69.0,Pass
22.0,F,8.0,,5.0,1.0,85.0,Yes,,87.0,Pass
20.0,F,8.0,85.0,7.0,2.0,66.0,Yes,School,82.0,Pass
20.0,F,1.0,67.0,4.0,5.0,81.0,Yes,Postgraduate,53.0,Pass
18.0,M,8.0,63.0,7.0,4.0,,No,Graduate,,
18.0,F,,,,4.0,83.0,Yes,School,61.0,Pass
20.0,F,,51.0,8.0,3.0,42.0,No,Postgraduate,70.0,Pass
,M,,62.0,4.0,,52.0,No,Postgraduate,62.0,Pass
24.0,M,2.0,76.0,5.0,3.0,45.0,No,Graduate,42.0,Fail
22.0,F,5.0,66.0,6.0,5.0,77.0,Yes,School,75.0,Pass
,F,7.0,80.0,6.0,1.0,60.0,Yes,School,73.0,Pass
23.0,M,,64.0,8.0,2.0,58.0,,School,85.0,Pass
24.0,M,3.0,69.0,,5.0,64.0,No,Postgraduate,56.0,Pass
18.0,F,1.0,54.0,4.0,5.0,78.0,Yes,School,58.0,Pass
23.0,F,,,5.0,,43.0,Yes,,75.0,Pass
18.0,M,5.0,67.0,8.0,4.0,61.0,No,School,69.0,Pass
18.0,F,5.0,60.0,6.0,2.0,44.0,Yes,Postgraduate,56.0,Pass
24.0,M,7.0,81.0,8.0,1.0,40.0,No,Graduate,77.0,Pass
18.0,F,1.0,99.0,7.0,5.0,89.0,No,Postgraduate,67.0,Pass
25.0,,8.0,76.0,6.0,4.0,56.0,No,School,82.0,Pass
17.0,M,5.0,,8.0,5.0,48.0,,Postgraduate,,Pass
25.0,F,8.0,86.0,4.0,1.0,48.0,No,School,81.0,Pass
17.0,F,5.0,94.0,4.0,3.0,,No,Graduate,88.0,Pass
18.0,M,7.0,77.0,4.0,1.0,63.0,Yes,Postgraduate,83.0,Pass
22.0,,,99.0,,5.0,49.0,,Graduate,55.0,Pass
22.0,F,2.0,51.0,5.0,5.0,59.0,Yes,Postgraduate,55.0,Pass
17.0,F,6.0,69.0,4.0,2.0,56.0,Yes,Postgraduate,65.0,Pass
,M,5.0,53.0,7.0,5.0,52.0,No,Graduate,68.0,Pass
24.0,F,9.0,62.0,4.0,4.0,,Yes,Graduate,95.0,Pass
18.0,F,4.0,73.0,7.0,2.0,75.0,Yes,Postgraduate,68.0,Pass
24.0,M,3.0,97.0,,5.0,62.0,Yes,Postgraduate,65.0,Pass
25.0,F,9.0,87.0,5.0,1.0,66.0,Yes,Postgraduate,92.0,Pass
,F,8.0,89.0,8.0,5.0,57.0,,Graduate,80.0,Pass
21.0,M,6.0,97.0,,1.0,57.0,Yes,School,86.0,Pass
25.0,M,1.0,94.0,8.0,1.0,,Yes,Graduate,68.0,Pass
25.0,F,1.0,78.0,4.0,5.0,48.0,Yes,Postgraduate,55.0,Pass
17.0,F,6.0,85.0,,1.0,42.0,Yes,Postgraduate,76.0,Pass
,M,,51.0,8.0,3.0,46.0,No,Graduate,39.0,Fail
25.0,M,3.0,90.0,7.0,2.0,54.0,No,Postgraduate,67.0,Pass
18.0,,6.0,67.0,4.0,5.0,69.0,Yes,Postgraduate,77.0,Pass
20.0,F,3.0,98.0,4.0,,48.0,No,Postgraduate,72.0,
20.0,F,6.0,57.0,7.0,1.0,80.0,Yes,,80.0,Pass
18.0,M,5.0,64.0,5.0,1.0,66.0,No,Postgraduate,74.0,Pass
19.0,F,4.0,90.0,6.0,2.0,,Yes,School,82.0,Pass
19.0,M,,66.0,4.0,3.0,57.0,Yes,Graduate,77.0,Pass
17.0,M,2.0,72.0,7.0,3.0,70.0,No,Graduate,51.0,Pass
22.0,M,7.0,51.0,6.0,5.0,56.0,,Graduate,,Pass
24.0,F,4.0,55.0,4.0,1.0,93.0,No,School,,Pass
19.0,F,2.0,78.0,8.0,4.0,92.0,No,School,72.0,Pass
21.0,F,7.0,76.0,7.0,5.0,,No,,76.0,Pass
17.0,M,1.0,86.0,8.0,5.0,78.0,Yes,Graduate,59.0,
23.0,F,4.0,98.0,5.0,5.0,64.0,,Graduate,66.0,Pass
17.0,M,9.0,83.0,6.0,2.0,,Yes,Postgraduate,98.0,Pass
25.0,M,4.0,67.0,7.0,2.0,,Yes,School,78.0,Pass
24.0,M,3.0,91.0,4.0,5.0,77.0,No,School,69.0,
23.0,M,2.0,,4.0,4.0,77.0,No,Postgraduate,48.0,Fail
23.0,M,3.0,87.0,6.0,3.0,70.0,Yes,School,62.0,Pass
21.0,M,1.0,,8.0,3.0,90.0,Yes,Graduate,72.0,Pass
21.0,F,8.0,66.0,8.0,1.0,68.0,No,School,80.0,Pass
21.0,M,1.0,62.0,7.0,3.0,79.0,No,Postgraduate,56.0,Pass
17.0,F,3.0,97.0,7.0,3.0,48.0,No,Graduate,68.0,Pass
24.0,M,3.0,91.0,8.0,4.0,,No,School,65.0,Pass
17.0,F,2.0,76.0,7.0,3.0,55.0,No,,57.0,Pass
20.0,F,,51.0,8.0,4.0,77.0,,School,74.0,Pass
25.0,F,3.0,83.0,6.0,2.0,62.0,Yes,Graduate,64.0,Pass
25.0,F,,80.0,,4.0,47.0,Yes,Postgraduate,62.0,
21.0,M,8.0,72.0,8.0,2.0,86.0,,Postgraduate,,
20.0,M,,56.0,7.0,,51.0,,School,52.0,Pass
19.0,M,4.0,87.0,4.0,5.0,49.0,Yes,School,67.0,
19.0,M,3.0,82.0,4.0,2.0,55.0,Yes,Graduate,67.0,Pass
21.0,F,1.0,61.0,5.0,2.0,86.0,Yes,Postgraduate,50.0,Pass
17.0,F,8.0,94.0,8.0,3.0,82.0,Yes,Graduate,102.0,Pass
,F,,61.0,5.0,,,Yes,Postgraduate,55.0,Pass
22.0,M,7.0,68.0,8.0,4.0,78.0,No,,83.0,Pass
23.0,,5.0,58.0,,5.0,47.0,Yes,Graduate,62.0,Pass
25.0,M,4.0,59.0,8.0,5.0,,Yes,Graduate,50.0,Pass
19.0,F,4.0,66.0,4.0,3.0,80.0,No,School,68.0,Pass
18.0,F,8.0,99.0,7.0,4.0,65.0,No,Postgraduate,86.0,Pass
19.0,,6.0,89.0,4.0,4.0,46.0,No,School,68.0,Pass
25.0,F,1.0,88.0,7.0,1.0,54.0,No,School,54.0,
23.0,F,8.0,90.0,8.0,2.0,54.0,Yes,,87.0,Pass
25.0,M,2.0,59.0,,3.0,87.0,No,Postgraduate,66.0,Pass
18.0,F,6.0,61.0,4.0,5.0,42.0,Yes,School,63.0,Pass
21.0,M,9.0,64.0,6.0,1.0,55.0,No,Graduate,84.0,Pass
20.0,M,1.0,80.0,,4.0,54.0,Yes,Postgraduate,46.0,Fail
18.0,,6.0,64.0,6.0,2.0,64.0,No,Postgraduate,65.0,Pass
25.0,M,8.0,77.0,7.0,5.0,72.0,No,School,87.0,Pass
25.0,M,2.0,53.0,6.0,,53.0,Yes,Graduate,45.0,Fail
22.0,,5.0,85.0,4.0,4.0,,Yes,School,,Pass
22.0,M,6.0,50.0,5.0,5.0,93.0,No,Postgraduate,83.0,Pass
24.0,M,5.0,93.0,5.0,5.0,50.0,Yes,School,68.0,Pass
22.0,F,3.0,83.0,4.0,4.0,42.0,Yes,Graduate,64.0,Pass
,F,4.0,,,4.0,48.0,,Postgraduate,73.0,Pass
20.0,M,7.0,66.0,4.0,3.0,45.0,Yes,Graduate,69.0,Pass
23.0,M,4.0,88.0,8.0,,70.0,No,Graduate,82.0,Pass
18.0,M,9.0,87.0,6.0,4.0,94.0,,Postgraduate,103.0,Pass
25.0,F,2.0,93.0,,1.0,55.0,No,Graduate,50.0,Pass
24.0,F,5.0,82.0,8.0,2.0,50.0,Yes,Graduate,60.0,Pass
24.0,M,8.0,70.0,5.0,3.0,89.0,No,Graduate,93.0,Pass
23.0,,5.0,75.0,7.0,,,No,Postgraduate,68.0,Pass
20.0,F,8.0,95.0,,2.0,88.0,No,Graduate,,Pass
18.0,F,8.0,85.0,4.0,3.0,42.0,No,School,91.0,Pass
19.0,M,9.0,54.0,8.0,,58.0,Yes,School,93.0,Pass
22.0,M,6.0,82.0,,2.0,63.0,Yes,Graduate,71.0,Pass
21.0,M,4.0,50.0,6.0,3.0,94.0,,School,77.0,Pass
,M,,55.0,7.0,4.0,86.0,,School,57.0,Pass
22.0,F,5.0,86.0,7.0,4.0,81.0,Yes,Postgraduate,80.0,Pass
22.0,F,6.0,,6.0,3.0,47.0,No,Graduate,72.0,Pass
,,3.0,54.0,6.0,5.0,88.0,Yes,Postgraduate,67.0,Pass
20.0,M,2.0,,7.0,3.0,75.0,Yes,Graduate,69.0,Pass
21.0,M,7.0,,,1.0,79.0,Yes,School,95.0,Pass
,,5.0,96.0,5.0,3.0,41.0,Yes,Postgraduate,70.0,Pass
25.0,M,9.0,62.0,7.0,3.0,62.0,No,Postgraduate,90.0,Pass
17.0,M,3.0,61.0,5.0,4.0,,No,School,56.0,Pass
22.0,,8.0,54.0,6.0,5.0,69.0,Yes,School,78.0,Pass
22.0,F,6.0,51.0,6.0,3.0,64.0,No,Graduate,62.0,Pass
21.0,M,4.0,53.0,5.0,2.0,46.0,No,Graduate,44.0,Fail
21.0,F,9.0,76.0,6.0,4.0,67.0,No,,97.0,Pass
21.0,M,5.0,99.0,4.0,4.0,80.0,No,School,95.0,Pass
22.0,M,6.0,59.0,6.0,3.0,89.0,Yes,Postgraduate,79.0,Pass
24.0,M,9.0,62.0,,2.0,56.0,Yes,Postgraduate,,Pass
18.0,F,7.0,93.0,,3.0,71.0,Yes,Graduate,81.0,Pass
22.0,,5.0,51.0,5.0,2.0,40.0,No,Postgraduate,55.0,Pass
17.0,M,2.0,75.0,5.0,4.0,66.0,Yes,School,60.0,Pass
20.0,F,4.0,64.0,6.0,2.0,,Yes,School,73.0,
19.0,F,2.0,,6.0,3.0,75.0,Yes,School,61.0,Pass
25.0,F,3.0,59.0,8.0,,88.0,No,School,63.0,Pass
19.0,M,3.0,71.0,8.0,1.0,46.0,Yes,Graduate,53.0,Pass
22.0,F,4.0,,7.0,2.0,42.0,No,,59.0,Pass
17.0,M,6.0,,4.0,,69.0,No,School,83.0,Pass
22.0,F,3.0,64.0,7.0,5.0,40.0,No,School,58.0,Pass
,F,1.0,62.0,5.0,,90.0,No,School,55.0,Pass
24.0,F,1.0,,6.0,4.0,73.0,No,Graduate,54.0,Pass
25.0,M,9.0,70.0,7.0,3.0,,Yes,Graduate,99.0,Pass
20.0,M,9.0,70.0,,3.0,82.0,No,,105.0,
22.0,M,5.0,71.0,6.0,1.0,94.0,No,Graduate,82.0,Pass
17.0,M,,95.0,7.0,5.0,92.0,No,,102.0,Pass
20.0,M,7.0,82.0,7.0,4.0,75.0,Yes,Graduate,84.0,Pass
23.0,M,9.0,94.0,8.0,5.0,72.0,Yes,Postgraduate,100.0,Pass
17.0,M,7.0,76.0,4.0,4.0,82.0,Yes,School,93.0,Pass
,M,9.0,89.0,8.0,1.0,,,Postgraduate,90.0,Pass
22.0,M,2.0,99.0,4.0,,77.0,,School,60.0,Pass
21.0,F,8.0,71.0,,4.0,50.0,No,Graduate,73.0,Pass
25.0,F,7.0,79.0,,3.0,47.0,Yes,School,72.0,Pass
18.0,M,6.0,58.0,5.0,2.0,,No,Postgraduate,73.0,Pass
21.0,M,5.0,94.0,8.0,2.0,40.0,,School,76.0,
22.0,,4.0,84.0,,1.0,53.0,Yes,School,65.0,Pass
,M,,67.0,8.0,1.0,69.0,Yes,Graduate,88.0,Pass
21.0,F,3.0,91.0,6.0,1.0,60.0,No,School,56.0,Pass
,F,8.0,,6.0,2.0,60.0,Yes,School,77.0,Pass
17.0,M,2.0,76.0,7.0,4.0,73.0,Yes,Graduate,63.0,Pass
23.0,F,1.0,55.0,7.0,5.0,77.0,No,Postgraduate,60.0,Pass
23.0,F,2.0,81.0,6.0,1.0,65.0,No,Graduate,63.0,
20.0,M,9.0,57.0,8.0,5.0,80.0,No,School,102.0,
25.0,M,5.0,88.0,6.0,5.0,53.0,No,Graduate,78.0,Pass
21.0,M,8.0,70.0,4.0,2.0,93.0,No,Graduate,103.0,Pass
20.0,M,3.0,67.0,8.0,4.0,79.0,No,School,74.0,
23.0,F,7.0,63.0,6.0,2.0,74.0,Yes,Postgraduate,77.0,Pass
20.0,M,2.0,,7.0,1.0,81.0,,Graduate,69.0,Pass
19.0,F,8.0,91.0,6.0,2.0,57.0,,Postgraduate,83.0,Pass
25.0,M,7.0,75.0,5.0,2.0,59.0,,Graduate,75.0,Pass
24.0,F,5.0,93.0,6.0,2.0,48.0,Yes,School,66.0,Pass
17.0,M,4.0,81.0,8.0,,80.0,No,School,,Pass
23.0,M,1.0,88.0,6.0,,90.0,Yes,Graduate,74.0,Pass
25.0,F,5.0,77.0,7.0,2.0,84.0,Yes,Graduate,85.0,Pass
24.0,F,9.0,88.0,4.0,2.0,72.0,Yes,Graduate,108.0,Pass
24.0,F,4.0,,5.0,,88.0,,School,85.0,Pass
22.0,M,9.0,81.0,,4.0,43.0,No,Graduate,81.0,Pass
20.0,F,,62.0,7.0,5.0,43.0,,School,52.0,
,F,4.0,64.0,5.0,4.0,87.0,,Graduate,,Pass
19.0,F,9.0,,6.0,4.0,55.0,No,School,81.0,Pass
25.0,F,4.0,88.0,5.0,2.0,86.0,No,Graduate,77.0,Pass
18.0,F,5.0,55.0,4.0,5.0,65.0,No,,62.0,Pass
18.0,F,8.0,60.0,5.0,4.0,45.0,Yes,,75.0,Pass
23.0,F,1.0,81.0,5.0,4.0,76.0,Yes,School,51.0,Pass
20.0,F,1.0,89.0,6.0,1.0,61.0,No,Graduate,58.0,Pass
24.0,F,9.0,69.0,6.0,,81.0,No,Postgraduate,94.0,Pass
25.0,M,9.0,82.0,8.0,,78.0,No,Graduate,93.0,Pass
23.0,M,4.0,,6.0,,46.0,No,,67.0,Pass
